f,i,j,w
5,207,22,0.15671341
5,207,24,0.1567132
5,207,26,0.15671301
5,207,28,0.15671283
5,207,30,0.15671264
5,207,32,0.15671247
5,207,34,0.1567123
5,207,36,0.15671213
5,207,38,0.15671197
5,207,40,0.15671182
5,207,42,0.15671167
5,207,44,0.15671153
5,207,46,0.1567114
5,207,48,0.15671128
5,207,50,0.15671116
5,207,52,0.15671106
5,207,54,0.15671095
5,207,56,0.15671085
5,207,58,0.15671076
5,207,60,0.15671068
5,207,62,0.15671061
5,207,64,0.15671055
5,207,66,0.15671049
5,207,68,0.15671045
5,207,70,0.1567104
5,207,72,0.15671037
5,207,74,0.15671036
5,207,76,0.15671034
5,207,78,0.15671033
5,207,80,0.15671033
5,207,82,0.15671034
5,207,84,0.15671036
5,207,86,0.15671039
5,207,88,0.15671042
5,207,90,0.15671046
1,1,64,0.15671092
1,3,64,0.1567109
1,5,64,0.15671085
1,7,64,0.15671083
1,9,64,0.15671082
1,11,64,0.1567108
1,13,64,0.1567108
1,15,64,0.1567108
1,17,64,0.15671082
1,19,64,0.15671085
1,21,64,0.15671088
1,23,64,0.15671091
1,25,64,0.15671095
1,27,64,0.15671101
1,29,64,0.15671107
1,31,64,0.15671113
1,33,64,0.1567112
1,35,64,0.1567113
1,37,64,0.15671138
1,39,64,0.15671147
1,41,64,0.15671158
1,43,64,0.15671168
1,45,64,0.1567118
1,47,64,0.15671192
1,49,64,0.15671206
1,51,64,0.15671219
1,53,64,0.15671234
1,55,64,0.15671249
1,57,64,0.15671264
1,59,64,0.1567128
1,61,64,0.15671296
1,63,64,0.15671313
1,65,64,0.1567133
1,67,64,0.15671349
1,69,64,0.15671368
1,71,64,0.15671387
1,73,64,0.15671407
1,75,64,0.15671426
1,77,64,0.15671447
1,79,64,0.15671468
1,81,64,0.15671489
1,83,64,0.1567151
1,85,64,0.15671532
1,87,64,0.15671554
1,89,64,0.15671577
2,1,64,0.15671042
2,3,64,0.15671037
2,5,64,0.15671036
2,7,64,0.15671034
2,9,64,0.15671033
2,11,64,0.15671033
2,13,64,0.15671034
2,15,64,0.15671036
2,17,64,0.15671039
2,19,64,0.15671042
2,21,64,0.15671046
2,23,64,0.1567105
2,25,64,0.15671057
2,27,64,0.15671062
2,29,64,0.1567107
2,31,64,0.15671079
2,33,64,0.15671088
2,35,64,0.15671097
2,37,64,0.15671107
2,39,64,0.15671119
2,41,64,0.15671131
2,43,64,0.15671143
2,45,64,0.15671156
2,47,64,0.1567117
2,49,64,0.15671185
2,51,64,0.15671201
2,53,64,0.15671216
2,55,64,0.15671232
2,57,64,0.1567125
2,59,64,0.15671268
2,61,64,0.15671286
2,63,64,0.15671305
2,65,64,0.15671325
2,67,64,0.15671344
2,69,64,0.15671365
2,71,64,0.15671386
2,73,64,0.15671408
2,75,64,0.15671429
2,77,64,0.15671451
2,79,64,0.15671474
2,81,64,0.15671498
2,83,64,0.1567152
2,85,64,0.15671544
2,87,64,0.15671568
2,89,64,0.15671591
4,207,2,0.15671603
4,207,4,0.15671581
4,207,6,0.15671559
4,207,8,0.15671536
4,207,10,0.15671515
4,207,12,0.15671493
4,207,14,0.15671472
4,207,16,0.15671451
4,207,18,0.1567143
4,207,20,0.15671411
4,207,22,0.15671392
4,207,24,0.15671372
4,207,26,0.15671353
4,207,28,0.15671335
4,207,30,0.15671317
4,207,32,0.15671301
4,207,34,0.15671283
4,207,36,0.15671268
4,207,38,0.15671252
4,202,40,0.32394278
4,202,42,0.32394254
4,202,44,0.32394227
4,202,46,0.32394204
4,202,48,0.3239418
4,202,50,0.32394156
4,202,52,0.32394132
4,202,54,0.32394108
4,202,56,0.32394087
4,202,58,0.32394066
4,202,60,0.32394046
4,202,62,0.32394028
4,202,64,0.3239401
4,202,66,0.32393992
4,202,68,0.32393974
4,202,70,0.3239396
4,202,72,0.3239394
4,202,74,0.3239393
4,202,76,0.32393914
4,202,78,0.32393903
4,202,80,0.3239389
4,202,82,0.3239388
4,202,84,0.3239387
4,202,86,0.3239386
4,202,88,0.32393855
4,202,90,0.32393846
5,202,2,0.3239481
5,202,4,0.32394776
5,202,6,0.32394743
5,202,8,0.3239471
5,202,10,0.32394674
5,202,12,0.32394642
5,202,14,0.3239461
5,202,16,0.32394576
5,202,18,0.32394546
5,202,20,0.32394513
5,202,22,0.3239448
5,202,24,0.3239445
5,202,26,0.32394418
5,202,28,0.32394388
5,202,30,0.3239436
5,202,32,0.3239433
5,202,34,0.323943
5,202,36,0.3239427
5,202,38,0.32394242
5,202,40,0.32394212
5,202,42,0.32394186
5,202,44,0.3239416
5,202,46,0.32394135
5,202,48,0.32394108
5,202,50,0.32394084
5,202,52,0.3239406
5,202,54,0.32394037
5,202,56,0.32394016
5,202,58,0.32393995
5,202,60,0.32393974
5,202,62,0.32393953
5,202,64,0.32393935
5,202,66,0.32393917
5,202,68,0.323939
5,202,70,0.32393885
5,202,72,0.3239387
5,202,74,0.32393855
5,202,76,0.32393843
5,202,78,0.32393828
5,202,80,0.3239382
5,202,82,0.32393807
5,202,84,0.32393798
5,202,86,0.32393792
5,202,88,0.32393783
5,202,90,0.32393777
1,1,69,0.3239384
1,3,69,0.32393846
1,5,69,0.32393852
1,7,69,0.3239386
1,9,69,0.32393867
1,11,69,0.3239388
1,13,69,0.32393888
1,15,69,0.323939
1,17,69,0.3239391
1,19,69,0.32393926
1,21,69,0.32393938
1,23,69,0.32393953
1,25,69,0.3239397
1,27,69,0.32393986
1,29,69,0.32394004
1,31,69,0.32394022
1,33,69,0.32394043
1,35,69,0.32394063
1,37,69,0.3239408
1,39,69,0.32394105
1,41,69,0.32394126
1,43,69,0.3239415
1,45,69,0.32394174
1,47,69,0.32394198
1,49,69,0.3239422
1,51,69,0.32394248
1,53,69,0.32394272
1,55,69,0.323943
1,57,69,0.32394326
1,59,69,0.32394356
1,61,69,0.32394382
1,63,69,0.32394412
1,65,69,0.3239444
1,67,69,0.3239447
1,69,69,0.323945
1,71,69,0.32394528
1,73,69,0.32394558
1,75,69,0.32394588
1,77,69,0.32394618
1,79,69,0.3239465
1,81,69,0.3239468
1,83,69,0.3239471
1,85,69,0.32394743
1,87,69,0.32394773
1,89,69,0.32394806
2,1,69,0.32393786
2,3,69,0.32393792
2,5,69,0.323938
2,7,69,0.3239381
2,9,69,0.3239382
2,11,69,0.3239383
2,13,69,0.32393843
2,15,69,0.32393858
2,17,69,0.32393873
2,19,69,0.32393888
2,21,69,0.32393903
2,23,69,0.3239392
2,25,69,0.32393938
2,27,69,0.3239396
2,29,69,0.32393977
2,31,69,0.32393998
2,33,69,0.3239402
2,35,69,0.32394043
2,37,69,0.32394066
2,39,69,0.3239409
2,41,69,0.32394114
2,43,69,0.32394138
2,45,69,0.32394165
2,47,69,0.32394192
2,49,69,0.32394218
2,51,69,0.32394248
2,53,69,0.32394275
2,55,69,0.32394305
2,57,69,0.32394335
2,59,69,0.32394364
2,61,69,0.32394394
2,63,69,0.32394424
2,65,69,0.32394457
2,67,69,0.32394487
2,69,69,0.3239452
2,71,69,0.32394552
2,73,69,0.32394585
2,75,69,0.32394618
2,77,69,0.3239465
2,79,69,0.32394683
2,81,69,0.32394716
2,83,69,0.3239475
2,85,69,0.32394782
2,87,69,0.32394814
2,89,69,0.32394847
4,202,2,0.32394844
4,202,4,0.32394812
4,202,6,0.32394782
4,202,8,0.3239475
4,202,10,0.3239472
4,202,12,0.32394686
4,202,14,0.32394657
4,202,16,0.32394627
4,202,18,0.32394597
4,202,20,0.32394564
4,202,22,0.32394534
4,202,24,0.32394505
4,202,26,0.32394475
4,202,28,0.32394445
4,202,30,0.32394418
4,202,32,0.32394388
4,202,34,0.32394361
4,202,36,0.32394335
4,202,38,0.32394305
4,197,40,0.31064767
4,197,42,0.31064743
4,197,44,0.3106472
4,197,46,0.31064695
4,197,48,0.31064674
4,197,50,0.3106465
4,197,52,0.3106463
4,197,54,0.3106461
4,197,56,0.3106459
4,197,58,0.3106457
4,197,60,0.31064552
4,197,62,0.31064534
4,197,64,0.3106452
4,197,66,0.310645
4,197,68,0.31064487
4,197,70,0.31064472
4,197,72,0.3106446
4,197,74,0.31064445
4,197,76,0.31064433
4,197,78,0.31064424
4,197,80,0.31064412
4,197,82,0.31064403
4,197,84,0.31064394
4,197,86,0.31064388
4,197,88,0.31064382
4,197,90,0.31064376
5,197,2,0.31065255
5,197,4,0.31065226
5,197,6,0.31065193
5,197,8,0.31065163
5,197,10,0.31065133
5,197,12,0.310651
5,197,14,0.3106507
5,197,16,0.3106504
5,197,18,0.3106501
5,197,20,0.3106498
5,197,22,0.3106495
5,197,24,0.31064922
5,197,26,0.31064892
5,197,28,0.31064865
5,197,30,0.31064835
5,197,32,0.31064808
5,197,34,0.31064782
5,197,36,0.31064755
5,197,38,0.31064728
5,197,40,0.31064704
5,197,42,0.31064677
5,197,44,0.31064653
5,197,46,0.3106463
5,197,48,0.3106461
5,197,50,0.31064585
5,197,52,0.31064564
5,197,54,0.31064543
5,197,56,0.31064522
5,197,58,0.31064504
5,197,60,0.31064484
5,197,62,0.31064466
5,197,64,0.3106445
5,197,66,0.31064433
5,197,68,0.31064418
5,197,70,0.31064403
5,197,72,0.3106439
5,197,74,0.31064376
5,197,76,0.31064364
5,197,78,0.31064355
5,197,80,0.31064346
5,197,82,0.31064337
5,197,84,0.3106433
5,197,86,0.31064323
5,197,88,0.31064317
5,197,90,0.3106431
1,1,74,0.3106437
1,3,74,0.31064373
1,5,74,0.3106438
1,7,74,0.31064385
1,9,74,0.31064394
1,11,74,0.310644
1,13,74,0.3106441
1,15,74,0.3106442
1,17,74,0.3106443
1,19,74,0.31064442
1,21,74,0.31064457
1,23,74,0.3106447
1,25,74,0.31064484
1,27,74,0.31064498
1,29,74,0.31064513
1,31,74,0.3106453
1,33,74,0.3106455
1,35,74,0.31064567
1,37,74,0.31064585
1,39,74,0.31064606
1,41,74,0.31064627
1,43,74,0.31064647
1,45,74,0.31064668
1,47,74,0.3106469
1,49,74,0.31064713
1,51,74,0.31064737
1,53,74,0.3106476
1,55,74,0.31064785
1,57,74,0.31064808
1,59,74,0.31064835
1,61,74,0.31064862
1,63,74,0.31064886
1,65,74,0.31064913
1,67,74,0.31064942
1,69,74,0.3106497
1,71,74,0.31064996
1,73,74,0.31065023
1,75,74,0.31065053
1,77,74,0.3106508
1,79,74,0.3106511
1,81,74,0.3106514
1,83,74,0.31065166
1,85,74,0.31065196
1,87,74,0.31065226
1,89,74,0.31065255
2,1,74,0.31064317
2,3,74,0.31064323
2,5,74,0.3106433
2,7,74,0.31064337
2,9,74,0.31064346
2,11,74,0.31064358
2,13,74,0.31064367
2,15,74,0.3106438
2,17,74,0.31064394
2,19,74,0.31064406
2,21,74,0.3106442
2,23,74,0.31064436
2,25,74,0.31064454
2,27,74,0.31064472
2,29,74,0.3106449
2,31,74,0.31064507
2,33,74,0.31064525
2,35,74,0.31064546
2,37,74,0.31064567
2,39,74,0.3106459
2,41,74,0.31064612
2,43,74,0.31064636
2,45,74,0.3106466
2,47,74,0.31064683
2,49,74,0.3106471
2,51,74,0.31064734
2,53,74,0.3106476
2,55,74,0.31064788
2,57,74,0.31064814
2,59,74,0.3106484
2,61,74,0.3106487
2,63,74,0.31064898
2,65,74,0.31064928
2,67,74,0.31064957
2,69,74,0.31064987
2,71,74,0.31065017
2,73,74,0.31065047
2,75,74,0.31065077
2,77,74,0.31065106
2,79,74,0.3106514
2,81,74,0.3106517
2,83,74,0.310652
2,85,74,0.31065232
2,87,74,0.3106526
2,89,74,0.31065294
4,197,2,0.3106529
4,197,4,0.3106526
4,197,6,0.31065232
4,197,8,0.31065202
4,197,10,0.31065175
4,197,12,0.31065145
4,197,14,0.31065115
4,197,16,0.3106509
4,197,18,0.3106506
4,197,20,0.31065032
4,197,22,0.31065002
4,197,24,0.31064975
4,197,26,0.31064948
4,197,28,0.31064922
4,197,30,0.31064895
4,197,32,0.31064868
4,197,34,0.3106484
4,197,36,0.31064814
4,197,38,0.3106479
4,192,40,0.13254552
4,192,42,0.13254519
4,192,44,0.13254488
4,192,46,0.13254458
4,192,48,0.1325443
4,192,50,0.13254404
4,192,52,0.13254379
4,192,54,0.13254356
4,192,56,0.13254336
4,192,58,0.13254318
4,192,60,0.132543
4,192,62,0.13254285
4,192,64,0.13254271
4,192,66,0.13254261
4,192,68,0.1325425
4,192,70,0.13254243
4,192,72,0.13254239
4,192,74,0.13254234
4,192,76,0.13254234
4,192,78,0.13254234
4,192,80,0.13254237
4,192,82,0.13254242
4,192,84,0.13254248
4,192,86,0.13254257
4,192,88,0.13254267
4,192,90,0.1325428
5,192,2,0.13255331
5,192,4,0.13255271
5,192,6,0.13255212
5,192,8,0.13255155
5,192,10,0.13255098
5,192,12,0.13255042
5,192,14,0.13254988
5,192,16,0.13254935
5,192,18,0.13254882
5,192,20,0.13254832
5,192,22,0.13254783
5,192,24,0.13254735
5,192,26,0.13254689
5,192,28,0.13254644
5,192,30,0.13254601
5,192,32,0.13254559
5,192,34,0.13254519
5,192,36,0.1325448
5,192,38,0.13254444
5,192,40,0.13254409
5,192,42,0.13254376
5,192,44,0.13254344
5,192,46,0.13254315
5,192,48,0.13254288
5,192,50,0.13254263
5,192,52,0.13254239
5,192,54,0.13254216
5,192,56,0.13254197
5,192,58,0.13254179
5,192,60,0.13254163
5,192,62,0.1325415
5,192,64,0.13254137
5,192,66,0.13254128
5,192,68,0.13254121
5,192,70,0.13254115
5,192,72,0.13254112
5,192,74,0.1325411
5,192,76,0.13254112
5,192,78,0.13254115
5,192,80,0.13254121
5,192,82,0.13254128
5,192,84,0.13254137
5,192,86,0.1325415
5,192,88,0.13254163
5,192,90,0.13254179
1,1,79,0.13254298
1,3,79,0.13254283
1,5,79,0.1325427
1,7,79,0.1325426
1,9,79,0.13254249
1,11,79,0.13254243
1,13,79,0.13254237
1,15,79,0.13254234
1,17,79,0.13254233
1,19,79,0.13254234
1,21,79,0.13254237
1,23,79,0.13254242
1,25,79,0.13254249
1,27,79,0.13254258
1,29,79,0.13254268
1,31,79,0.13254282
1,33,79,0.13254297
1,35,79,0.13254313
1,37,79,0.13254331
1,39,79,0.13254352
1,41,79,0.13254374
1,43,79,0.13254398
1,45,79,0.13254423
1,47,79,0.13254452
1,49,79,0.1325448
1,51,79,0.13254511
1,53,79,0.13254544
1,55,79,0.13254578
1,57,79,0.13254614
1,59,79,0.13254651
1,61,79,0.13254692
1,63,79,0.13254732
1,65,79,0.13254774
1,67,79,0.13254817
1,69,79,0.13254862
1,71,79,0.13254908
1,73,79,0.13254955
1,75,79,0.13255005
1,77,79,0.13255055
1,79,79,0.13255106
1,81,79,0.13255158
1,83,79,0.13255212
1,85,79,0.13255265
1,87,79,0.1325532
1,89,79,0.13255377
2,1,79,0.1325416
2,3,79,0.13254146
2,5,79,0.13254134
2,7,79,0.13254125
2,9,79,0.1325412
2,11,79,0.13254113
2,13,79,0.13254112
2,15,79,0.1325411
2,17,79,0.13254112
2,19,79,0.13254116
2,21,79,0.13254122
2,23,79,0.1325413
2,25,79,0.1325414
2,27,79,0.13254152
2,29,79,0.13254166
2,31,79,0.13254182
2,33,79,0.132542
2,35,79,0.13254221
2,37,79,0.13254243
2,39,79,0.13254267
2,41,79,0.13254294
2,43,79,0.1325432
2,45,79,0.1325435
2,47,79,0.13254383
2,49,79,0.13254416
2,51,79,0.13254452
2,53,79,0.13254488
2,55,79,0.13254526
2,57,79,0.13254568
2,59,79,0.1325461
2,61,79,0.13254653
2,63,79,0.13254698
2,65,79,0.13254745
2,67,79,0.13254793
2,69,79,0.13254842
2,71,79,0.13254893
2,73,79,0.13254945
2,75,79,0.13254999
2,77,79,0.13255054
2,79,79,0.13255109
2,81,79,0.13255167
2,83,79,0.13255225
2,85,79,0.13255283
2,87,79,0.13255343
2,89,79,0.13255404
4,192,2,0.13255447
4,192,4,0.13255389
4,192,6,0.13255334
4,192,8,0.13255277
4,192,10,0.13255224
4,192,12,0.1325517
4,192,14,0.13255118
4,192,16,0.13255066
4,192,18,0.13255017
4,192,20,0.13254967
4,192,22,0.1325492
4,192,24,0.13254873
4,192,26,0.13254827
4,192,28,0.13254784
4,192,30,0.13254741
4,192,32,0.132547
4,192,34,0.1325466
4,192,36,0.13254623
4,192,38,0.13254587
4,188,40,0.3038525
4,188,42,0.30385223
4,188,44,0.303852
4,188,46,0.30385172
4,188,48,0.3038515
4,188,50,0.30385128
4,188,52,0.30385104
4,188,54,0.30385083
4,188,56,0.30385062
4,188,58,0.3038504
4,188,60,0.30385023
4,188,62,0.30385002
4,188,64,0.30384985
4,188,66,0.3038497
4,188,68,0.30384952
4,188,70,0.30384937
4,188,72,0.30384922
4,188,74,0.3038491
4,188,76,0.30384898
4,188,78,0.30384886
4,188,80,0.30384874
4,188,82,0.30384865
4,188,84,0.30384856
4,188,86,0.30384848
4,188,88,0.30384842
4,188,90,0.30384836
5,188,2,0.3038577
5,188,4,0.30385736
5,188,6,0.30385703
5,188,8,0.3038567
5,188,10,0.30385637
5,188,12,0.30385605
5,188,14,0.30385572
5,188,16,0.3038554
5,188,18,0.30385506
5,188,20,0.30385476
5,188,22,0.30385444
5,188,24,0.30385414
5,188,26,0.3038538
5,188,28,0.3038535
5,188,30,0.3038532
5,188,32,0.30385292
5,188,34,0.30385265
5,188,36,0.30385235
5,188,38,0.30385208
5,188,40,0.3038518
5,188,42,0.30385154
5,188,44,0.30385128
5,188,46,0.30385104
5,188,48,0.3038508
5,188,50,0.30385056
5,188,52,0.30385032
5,188,54,0.3038501
5,188,56,0.3038499
5,188,58,0.3038497
5,188,60,0.3038495
5,188,62,0.3038493
5,188,64,0.30384913
5,188,66,0.30384895
5,188,68,0.3038488
5,188,70,0.30384862
5,188,72,0.3038485
5,188,74,0.30384836
5,188,76,0.30384824
5,188,78,0.30384812
5,188,80,0.30384803
5,188,82,0.30384794
5,188,84,0.30384785
5,188,86,0.3038478
5,188,88,0.3038477
5,188,90,0.30384767
1,1,83,0.3038483
1,3,83,0.30384836
1,5,83,0.3038484
1,7,83,0.30384848
1,9,83,0.30384853
1,11,83,0.30384862
1,13,83,0.3038487
1,15,83,0.30384883
1,17,83,0.30384895
1,19,83,0.30384907
1,21,83,0.3038492
1,23,83,0.30384934
1,25,83,0.3038495
1,27,83,0.30384964
1,29,83,0.30384982
1,31,83,0.30385
1,33,83,0.30385017
1,35,83,0.30385038
1,37,83,0.30385056
1,39,83,0.30385077
1,41,83,0.303851
1,43,83,0.30385122
1,45,83,0.30385146
1,47,83,0.3038517
1,49,83,0.30385193
1,51,83,0.30385217
1,53,83,0.30385244
1,55,83,0.30385268
1,57,83,0.30385295
1,59,83,0.3038532
1,61,83,0.30385348
1,63,83,0.30385378
1,65,83,0.30385405
1,67,83,0.30385435
1,69,83,0.30385464
1,71,83,0.30385494
1,73,83,0.30385524
1,75,83,0.30385554
1,77,83,0.30385584
1,79,83,0.30385613
1,81,83,0.30385646
1,83,83,0.30385676
1,85,83,0.30385706
1,87,83,0.3038574
1,89,83,0.30385768
2,1,83,0.30384773
2,3,83,0.3038478
2,5,83,0.30384785
2,7,83,0.30384794
2,9,83,0.30384803
2,11,83,0.30384815
2,13,83,0.30384827
2,15,83,0.3038484
2,17,83,0.30384853
2,19,83,0.30384865
2,21,83,0.30384883
2,23,83,0.30384898
2,25,83,0.30384916
2,27,83,0.30384934
2,29,83,0.30384952
2,31,83,0.30384973
2,33,83,0.30384994
2,35,83,0.30385014
2,37,83,0.30385038
2,39,83,0.3038506
2,41,83,0.30385083
2,43,83,0.3038511
2,45,83,0.30385134
2,47,83,0.3038516
2,49,83,0.30385187
2,51,83,0.30385214
2,53,83,0.3038524
2,55,83,0.3038527
2,57,83,0.30385298
2,59,83,0.30385327
2,61,83,0.30385357
2,63,83,0.30385387
2,65,83,0.3038542
2,67,83,0.3038545
2,69,83,0.30385482
2,71,83,0.30385515
2,73,83,0.30385545
2,75,83,0.30385578
2,77,83,0.3038561
2,79,83,0.30385643
2,81,83,0.30385676
2,83,83,0.30385712
2,85,83,0.30385745
2,87,83,0.30385777
2,89,83,0.3038581
4,188,2,0.30385807
4,188,4,0.30385777
4,188,6,0.30385745
4,188,8,0.30385715
4,188,10,0.30385682
4,188,12,0.30385652
4,188,14,0.30385622
4,188,16,0.3038559
4,188,18,0.3038556
4,188,20,0.3038553
4,188,22,0.303855
4,188,24,0.3038547
4,188,26,0.3038544
4,188,28,0.30385414
4,188,30,0.30385384
4,188,32,0.30385357
4,188,34,0.30385327
4,188,36,0.303853
4,188,38,0.30385274
4,184,40,0.3388998
4,184,42,0.33889922
4,184,44,0.33889866
4,184,46,0.33889812
4,184,48,0.3388976
4,184,50,0.33889708
4,184,52,0.33889657
4,184,54,0.3388961
4,184,56,0.33889562
4,184,58,0.33889517
4,184,60,0.33889472
4,184,62,0.3388943
4,184,64,0.3388939
4,184,66,0.3388935
4,184,68,0.33889312
4,184,70,0.33889276
4,184,72,0.33889243
4,184,74,0.3388921
4,184,76,0.3388918
4,184,78,0.3388915
4,184,80,0.33889127
4,184,82,0.338891
4,184,84,0.3388908
4,184,86,0.33889058
4,184,88,0.3388904
4,184,90,0.33889025
5,184,2,0.33891115
5,184,4,0.33891043
5,184,6,0.33890972
5,184,8,0.338909
5,184,10,0.33890828
5,184,12,0.3389076
5,184,14,0.33890688
5,184,16,0.3389062
5,184,18,0.33890548
5,184,20,0.3389048
5,184,22,0.33890414
5,184,24,0.33890346
5,184,26,0.3389028
5,184,28,0.33890212
5,184,30,0.3389015
5,184,32,0.33890083
5,184,34,0.3389002
5,184,36,0.33889958
5,184,38,0.338899
5,184,40,0.3388984
5,184,42,0.3388978
5,184,44,0.33889723
5,184,46,0.33889666
5,184,48,0.33889613
5,184,50,0.3388956
5,184,52,0.33889508
5,184,54,0.33889458
5,184,56,0.3388941
5,184,58,0.33889362
5,184,60,0.33889318
5,184,62,0.33889273
5,184,64,0.3388923
5,184,66,0.33889192
5,184,68,0.33889154
5,184,70,0.33889118
5,184,72,0.33889085
5,184,74,0.33889052
5,184,76,0.33889022
5,184,78,0.33888996
5,184,80,0.3388897
5,184,82,0.33888945
5,184,84,0.33888924
5,184,86,0.33888906
5,184,88,0.33888888
5,184,90,0.33888873
1,1,87,0.33889008
1,3,87,0.3388902
1,5,87,0.33889037
1,7,87,0.33889055
1,9,87,0.33889073
1,11,87,0.33889097
1,13,87,0.3388912
1,15,87,0.33889145
1,17,87,0.33889174
1,19,87,0.33889204
1,21,87,0.33889234
1,23,87,0.3388927
1,25,87,0.33889306
1,27,87,0.3388934
1,29,87,0.3388938
1,31,87,0.33889422
1,33,87,0.33889464
1,35,87,0.33889505
1,37,87,0.33889553
1,39,87,0.33889598
1,41,87,0.33889648
1,43,87,0.33889696
1,45,87,0.33889747
1,47,87,0.338898
1,49,87,0.33889854
1,51,87,0.33889908
1,53,87,0.33889964
1,55,87,0.3389002
1,57,87,0.3389008
1,59,87,0.3389014
1,61,87,0.338902
1,63,87,0.3389026
1,65,87,0.33890322
1,67,87,0.33890384
1,69,87,0.33890447
1,71,87,0.33890513
1,73,87,0.33890578
1,75,87,0.3389064
1,77,87,0.33890706
1,79,87,0.33890772
1,81,87,0.3389084
1,83,87,0.33890906
1,85,87,0.33890972
1,87,87,0.3389104
1,89,87,0.33891106
2,1,87,0.3388889
2,3,87,0.3388891
2,5,87,0.3388893
2,7,87,0.3388895
2,9,87,0.33888975
2,11,87,0.33889002
2,13,87,0.33889028
2,15,87,0.33889058
2,17,87,0.3388909
2,19,87,0.33889127
2,21,87,0.33889163
2,23,87,0.338892
2,25,87,0.3388924
2,27,87,0.33889282
2,29,87,0.33889326
2,31,87,0.3388937
2,33,87,0.3388942
2,35,87,0.33889467
2,37,87,0.33889517
2,39,87,0.3388957
2,41,87,0.33889624
2,43,87,0.33889678
2,45,87,0.33889735
2,47,87,0.3388979
2,49,87,0.3388985
2,51,87,0.3388991
2,53,87,0.3388997
2,55,87,0.33890033
2,57,87,0.33890098
2,59,87,0.3389016
2,61,87,0.33890226
2,63,87,0.33890292
2,65,87,0.3389036
2,67,87,0.33890426
2,69,87,0.33890495
2,71,87,0.33890563
2,73,87,0.33890635
2,75,87,0.33890703
2,77,87,0.33890775
2,79,87,0.33890843
2,81,87,0.33890915
2,83,87,0.33890986
2,85,87,0.33891058
2,87,87,0.3389113
2,89,87,0.338912
4,184,2,0.3389119
4,184,4,0.3389112
4,184,6,0.33891055
4,184,8,0.3389099
4,184,10,0.3389092
4,184,12,0.33890855
4,184,14,0.3389079
4,184,16,0.3389072
4,184,18,0.33890656
4,184,20,0.33890593
4,184,22,0.33890527
4,184,24,0.33890462
4,184,26,0.338904
4,184,28,0.33890337
4,184,30,0.33890274
4,184,32,0.33890215
4,184,34,0.33890152
4,184,36,0.33890095
4,184,38,0.33890036
4,180,40,0.2557727
4,180,42,0.2557722
4,180,44,0.25577173
4,180,46,0.25729626
4,180,48,0.25577077
4,180,50,0.25577033
4,180,52,0.25576988
4,180,54,0.25576946
4,180,56,0.25576904
4,180,58,0.25576863
4,180,60,0.25576824
4,180,62,0.25576785
4,180,64,0.2557675
4,180,66,0.25576714
4,180,68,0.25576678
4,180,70,0.25576645
4,180,72,0.25576612
4,180,74,0.25576583
4,180,76,0.25576553
4,180,78,0.25576526
4,180,80,0.255765
4,180,82,0.25576475
4,180,84,0.2557645
4,180,86,0.2557643
4,180,88,0.2557641
4,180,90,0.2557639
5,180,2,0.2557841
5,180,4,0.2557834
5,180,6,0.25578272
5,180,8,0.25578204
5,180,10,0.25578138
5,180,12,0.25578073
5,180,14,0.2557801
5,180,16,0.25577947
5,180,18,0.25577885
5,180,20,0.25577822
5,180,22,0.25577763
5,180,24,0.25577703
5,180,26,0.25577646
5,180,28,0.2557759
5,180,30,0.25577533
5,180,32,0.2557748
5,180,34,0.25577426
5,180,36,0.25577372
5,180,38,0.25577322
5,180,40,0.2557727
5,180,42,0.2557722
5,180,44,0.25577173
5,180,46,0.25729626
5,180,48,0.25577077
5,180,50,0.25577033
5,180,52,0.25576988
5,180,54,0.25576946
5,180,56,0.25576904
5,180,58,0.25576863
5,180,60,0.25576824
5,180,62,0.25576785
5,180,64,0.2557675
5,180,66,0.25576714
5,180,68,0.25576678
5,180,70,0.25576645
5,180,72,0.25576612
5,180,74,0.25576583
5,180,76,0.25576553
5,180,78,0.25576526
5,180,80,0.255765
5,180,82,0.25576475
5,180,84,0.2557645
5,180,86,0.2557643
5,180,88,0.2557641
5,180,90,0.2557639
1,1,91,0.2557639
1,3,91,0.2557641
1,5,91,0.2557643
1,7,91,0.2557645
1,9,91,0.25576475
1,11,91,0.255765
1,13,91,0.25576526
1,15,91,0.25576553
1,17,91,0.25576583
1,19,91,0.25576612
1,21,91,0.25576645
1,23,91,0.25576678
1,25,91,0.25576714
1,27,91,0.2557675
1,29,91,0.25576785
1,31,91,0.25576824
1,33,91,0.25576863
1,35,91,0.25576904
1,37,91,0.25576946
1,39,91,0.25576988
1,41,91,0.25577033
1,43,91,0.25577077
1,45,91,0.25729626
1,47,91,0.25577173
1,49,91,0.2557722
1,51,91,0.2557727
1,53,91,0.25577322
1,55,91,0.25577372
1,57,91,0.25577426
1,59,91,0.2557748
1,61,91,0.25577533
1,63,91,0.2557759
1,65,91,0.25577646
1,67,91,0.25577703
1,69,91,0.25577763
1,71,91,0.25577822
1,73,91,0.25577885
1,75,91,0.25577947
1,77,91,0.2557801
1,79,91,0.25578073
1,81,91,0.25578138
1,83,91,0.25578204
1,85,91,0.25578272
1,87,91,0.2557834
1,89,91,0.2557841
2,1,91,0.2557639
2,3,91,0.2557641
2,5,91,0.2557643
2,7,91,0.2557645
2,9,91,0.25576475
2,11,91,0.255765
2,13,91,0.25576526
2,15,91,0.25576553
