f,i,j,w
5,79,47,0.46462646
5,79,49,0.46464324
5,79,51,0.46465987
5,79,53,0.4646763
5,79,55,0.46469253
5,79,57,0.46470857
5,79,59,0.46472442
5,79,61,0.46474007
5,79,63,0.46475554
5,79,65,0.46477076
5,79,67,0.4647858
5,79,69,0.46480066
5,79,71,0.4648153
5,79,73,0.4648297
5,79,75,0.4648439
5,79,77,0.46485788
5,79,79,0.46487162
5,79,81,0.4648851
5,79,83,0.46489832
5,79,85,0.4649113
5,79,87,0.46492404
5,79,89,0.4649365
1,1,191,0.03540917
1,3,191,0.035406087
1,5,191,0.035403244
1,7,191,0.035400633
1,9,191,0.03539825
1,11,191,0.035396088
1,13,191,0.035394147
1,15,191,0.035392426
1,17,191,0.035390913
1,19,191,0.03538961
1,21,191,0.03538851
1,23,191,0.035387613
1,25,191,0.03538692
1,27,191,0.03538642
1,29,191,0.035386115
1,31,191,0.035386007
1,33,191,0.035386086
1,35,191,0.035386357
1,37,191,0.03538682
1,39,191,0.035387468
1,41,191,0.035388302
1,43,191,0.035389323
1,45,191,0.035057053
1,47,191,0.035391927
1,49,191,0.035393506
1,51,191,0.035395272
1,53,191,0.035397224
1,55,191,0.035399366
1,57,191,0.0354017
1,59,191,0.035404216
1,61,191,0.03540693
1,63,191,0.03540983
1,65,191,0.03541293
1,67,191,0.035416227
1,69,191,0.03541972
1,71,191,0.035423417
1,73,191,0.035427317
1,75,191,0.035431426
1,77,191,0.035435744
1,79,191,0.035440274
1,81,191,0.03544502
1,83,191,0.03544999
1,85,191,0.035455182
1,87,191,0.035460606
1,89,191,0.03546626
2,1,191,0.03540917
2,3,191,0.035406087
2,5,191,0.035403244
2,7,191,0.035400633
2,9,191,0.03539825
2,11,191,0.035396088
2,13,191,0.035394147
2,15,191,0.035392426
2,17,191,0.035390913
2,19,191,0.03538961
2,21,191,0.03538851
2,23,191,0.035387613
2,25,191,0.03538692
2,27,191,0.03538642
2,29,191,0.035386115
2,31,191,0.035386007
2,33,191,0.035386086
2,35,191,0.035386357
2,37,191,0.03538682
2,39,191,0.035387468
2,41,191,0.035388302
2,43,191,0.035389323
2,45,191,0.035057053
2,47,191,0.035391927
2,49,191,0.035393506
2,51,191,0.035395272
2,53,191,0.035397224
2,55,191,0.035399366
2,57,191,0.0354017
2,59,191,0.035404216
2,61,191,0.03540693
2,63,191,0.03540983
2,65,191,0.03541293
2,67,191,0.035416227
2,69,191,0.03541972
2,71,191,0.035423417
2,73,191,0.035427317
2,75,191,0.035431426
2,77,191,0.035435744
2,79,191,0.035440274
2,81,191,0.03544502
2,83,191,0.03544999
2,85,191,0.035455182
2,87,191,0.035460606
2,89,191,0.03546626
4,79,1,0.4641881
4,79,3,0.46420926
4,79,5,0.46423027
4,79,7,0.46425104
4,79,9,0.46427163
4,79,11,0.46429205
4,79,13,0.46431223
4,79,15,0.46433225
4,79,17,0.46435204
4,79,19,0.46437168
4,79,21,0.4643911
4,79,23,0.46441033
4,79,25,0.46442938
4,79,27,0.4644482
4,79,29,0.4644669
4,79,31,0.46448538
4,79,33,0.46450365
4,79,35,0.46452177
4,79,37,0.46453968
4,76,39,0.037885256
4,76,41,0.03788705
4,76,43,0.037888665
4,76,45,0.03792007
4,76,47,0.037891343
4,76,49,0.03789241
4,76,51,0.03789329
4,76,53,0.037893984
4,76,55,0.0378945
4,76,57,0.037894823
4,76,59,0.03789496
4,76,61,0.03789491
4,76,63,0.037894666
4,76,65,0.037894234
4,76,67,0.037893604
4,76,69,0.037892777
4,76,71,0.037891753
4,76,73,0.037890524
4,76,75,0.03788909
4,76,77,0.037887447
4,76,79,0.03788559
4,76,81,0.03788352
4,76,83,0.037881225
4,76,85,0.037878707
4,76,87,0.037875958
4,76,89,0.037872974
5,76,1,0.037814394
5,76,3,0.03782
5,76,5,0.03782538
5,76,7,0.037830535
5,76,9,0.03783547
5,76,11,0.037840195
5,76,13,0.037844703
5,76,15,0.037849
5,76,17,0.037853096
5,76,19,0.03785699
5,76,21,0.03786068
5,76,23,0.037864175
5,76,25,0.03786747
5,76,27,0.03787058
5,76,29,0.03787349
5,76,31,0.03787622
5,76,33,0.037878755
5,76,35,0.03788111
5,76,37,0.037883274
5,76,39,0.037885256
5,76,41,0.03788705
5,76,43,0.037888665
5,76,45,0.03792007
5,76,47,0.037891343
5,76,49,0.03789241
5,76,51,0.03789329
5,76,53,0.037893984
5,76,55,0.0378945
5,76,57,0.037894823
5,76,59,0.03789496
5,76,61,0.03789491
5,76,63,0.037894666
5,76,65,0.037894234
5,76,67,0.037893604
5,76,69,0.037892777
5,76,71,0.037891753
5,76,73,0.037890524
5,76,75,0.03788909
5,76,77,0.037887447
5,76,79,0.03788559
5,76,81,0.03788352
5,76,83,0.037881225
5,76,85,0.037878707
5,76,87,0.037875958
5,76,89,0.037872974
1,1,194,0.46179864
1,3,194,0.46181038
1,5,194,0.46182242
1,7,194,0.4618347
1,9,194,0.46184725
1,11,194,0.46186006
1,13,194,0.46187308
1,15,194,0.46188635
1,17,194,0.46189982
1,19,194,0.46191353
1,21,194,0.46192744
1,23,194,0.46194157
1,25,194,0.4619559
1,27,194,0.46197045
1,29,194,0.46198517
1,31,194,0.4620001
1,33,194,0.46201524
1,35,194,0.46203053
1,37,194,0.46204606
1,39,194,0.46206173
1,41,194,0.46207762
1,43,194,0.46209365
1,45,194,0.46174437
1,47,194,0.4621263
1,49,194,0.46214294
1,51,194,0.46215972
1,53,194,0.46217668
1,55,194,0.46219385
1,57,194,0.4622112
1,59,194,0.46222872
1,61,194,0.46224642
1,63,194,0.4622643
1,65,194,0.4622824
1,67,194,0.46230063
1,69,194,0.46231908
1,71,194,0.46233773
1,73,194,0.46235654
1,75,194,0.46237555
1,77,194,0.46239477
1,79,194,0.46241418
1,81,194,0.46243376
1,83,194,0.4624535
1,85,194,0.46247348
1,87,194,0.46249366
1,89,194,0.462514
2,1,194,0.46179864
2,3,194,0.46181038
2,5,194,0.46182242
2,7,194,0.4618347
2,9,194,0.46184725
2,11,194,0.46186006
2,13,194,0.46187308
2,15,194,0.46188635
2,17,194,0.46189982
2,19,194,0.46191353
2,21,194,0.46192744
2,23,194,0.46194157
2,25,194,0.4619559
2,27,194,0.46197045
2,29,194,0.46198517
2,31,194,0.4620001
2,33,194,0.46201524
2,35,194,0.46203053
2,37,194,0.46204606
2,39,194,0.46206173
2,41,194,0.46207762
2,43,194,0.46209365
2,45,194,0.46174437
2,47,194,0.4621263
2,49,194,0.46214294
2,51,194,0.46215972
2,53,194,0.46217668
2,55,194,0.46219385
2,57,194,0.4622112
2,59,194,0.46222872
2,61,194,0.46224642
2,63,194,0.4622643
2,65,194,0.4622824
2,67,194,0.46230063
2,69,194,0.46231908
2,71,194,0.46233773
2,73,194,0.46235654
2,75,194,0.46237555
2,77,194,0.46239477
2,79,194,0.46241418
2,81,194,0.46243376
2,83,194,0.4624535
2,85,194,0.46247348
2,87,194,0.46249366
2,89,194,0.462514
4,76,1,0.037814394
4,76,3,0.03782
4,76,5,0.03782538
4,76,7,0.037830535
4,76,9,0.03783547
4,76,11,0.037840195
4,76,13,0.037844703
4,76,15,0.037849
4,76,17,0.037853096
4,76,19,0.03785699
4,76,21,0.03786068
4,76,23,0.037864175
4,76,25,0.03786747
4,76,27,0.03787058
4,76,29,0.03787349
4,76,31,0.03787622
4,76,33,0.037878755
4,76,35,0.03788111
4,76,37,0.037883274
4,74,39,0.12760396
4,74,41,0.12760556
4,74,43,0.12760709
4,74,45,0.12795475
4,74,47,0.12760998
4,74,49,0.12761135
4,74,51,0.12761265
4,74,53,0.12761389
4,74,55,0.12761506
4,74,57,0.12761618
4,74,59,0.12761724
4,74,61,0.12761824
4,74,63,0.12761918
4,74,65,0.12762006
4,74,67,0.12762086
4,74,69,0.1276216
4,74,71,0.12762229
4,74,73,0.1276229
4,74,75,0.12762344
4,74,77,0.12762392
4,74,79,0.12762433
4,74,81,0.12762466
4,74,83,0.12762493
4,74,85,0.12762511
4,74,87,0.12762523
4,74,89,0.12762526
5,74,1,0.12756191
5,74,3,0.12756471
5,74,5,0.12756744
5,74,7,0.12757011
5,74,9,0.1275727
5,74,11,0.12757523
5,74,13,0.12757769
5,74,15,0.12758009
5,74,17,0.12758242
5,74,19,0.12758468
5,74,21,0.12758689
5,74,23,0.12758903
5,74,25,0.1275911
5,74,27,0.12759313
5,74,29,0.12759508
5,74,31,0.12759697
5,74,33,0.1275988
5,74,35,0.12760058
5,74,37,0.12760231
5,74,39,0.12760396
5,74,41,0.12760556
5,74,43,0.12760709
5,74,45,0.12795475
5,74,47,0.12760998
5,74,49,0.12761135
5,74,51,0.12761265
5,74,53,0.12761389
5,74,55,0.12761506
5,74,57,0.12761618
5,74,59,0.12761724
5,74,61,0.12761824
5,74,63,0.12761918
5,74,65,0.12762006
5,74,67,0.12762086
5,74,69,0.1276216
5,74,71,0.12762229
5,74,73,0.1276229
5,74,75,0.12762344
5,74,77,0.12762392
5,74,79,0.12762433
5,74,81,0.12762466
5,74,83,0.12762493
5,74,85,0.12762511
5,74,87,0.12762523
5,74,89,0.12762526
1,1,196,0.37231398
1,3,196,0.37231672
1,5,196,0.37231958
1,7,196,0.3723225
1,9,196,0.3723255
1,11,196,0.37232858
1,13,196,0.37233174
1,15,196,0.37233496
1,17,196,0.37233827
1,19,196,0.37234166
1,21,196,0.3723451
1,23,196,0.3723486
1,25,196,0.37235218
1,27,196,0.37235585
1,29,196,0.37235954
1,31,196,0.37236333
1,33,196,0.37236714
1,35,196,0.37237105
1,37,196,0.372375
1,39,196,0.372379
1,41,196,0.3723831
1,43,196,0.37238723
1,45,196,0.37138116
1,47,196,0.3723957
1,49,196,0.37240002
1,51,196,0.37240437
1,53,196,0.3724088
1,55,196,0.3724133
1,57,196,0.37241784
1,59,196,0.37242246
1,61,196,0.37242714
1,63,196,0.37243184
1,65,196,0.37243664
1,67,196,0.3724415
1,69,196,0.37244642
1,71,196,0.37245136
1,73,196,0.3724564
1,75,196,0.3724615
1,77,196,0.37246665
1,79,196,0.37247187
1,81,196,0.37247714
1,83,196,0.37248248
1,85,196,0.37248787
1,87,196,0.37249333
1,89,196,0.37249887
2,1,196,0.37231398
2,3,196,0.37231672
2,5,196,0.37231958
2,7,196,0.3723225
2,9,196,0.3723255
2,11,196,0.37232858
2,13,196,0.37233174
2,15,196,0.37233496
2,17,196,0.37233827
2,19,196,0.37234166
2,21,196,0.3723451
2,23,196,0.3723486
2,25,196,0.37235218
2,27,196,0.37235585
2,29,196,0.37235954
2,31,196,0.37236333
2,33,196,0.37236714
2,35,196,0.37237105
2,37,196,0.372375
2,39,196,0.372379
2,41,196,0.3723831
2,43,196,0.37238723
2,45,196,0.37138116
2,47,196,0.3723957
2,49,196,0.37240002
2,51,196,0.37240437
2,53,196,0.3724088
2,55,196,0.3724133
2,57,196,0.37241784
2,59,196,0.37242246
2,61,196,0.37242714
2,63,196,0.37243184
2,65,196,0.37243664
2,67,196,0.3724415
2,69,196,0.37244642
2,71,196,0.37245136
2,73,196,0.3724564
2,75,196,0.3724615
2,77,196,0.37246665
2,79,196,0.37247187
2,81,196,0.37247714
2,83,196,0.37248248
2,85,196,0.37248787
2,87,196,0.37249333
2,89,196,0.37249887
4,74,1,0.12756191
4,74,3,0.12756471
4,74,5,0.12756744
4,74,7,0.12757011
4,74,9,0.1275727
4,74,11,0.12757523
4,74,13,0.12757769
4,74,15,0.12758009
4,74,17,0.12758242
4,74,19,0.12758468
4,74,21,0.12758689
4,74,23,0.12758903
4,74,25,0.1275911
4,74,27,0.12759313
4,74,29,0.12759508
4,74,31,0.12759697
4,74,33,0.1275988
4,74,35,0.12760058
4,74,37,0.12760231
4,72,39,0.23530068
4,72,41,0.23530063
4,72,43,0.23530057
4,72,45,0.2364982
4,72,47,0.23530047
4,72,49,0.2353004
4,72,51,0.23530036
4,72,53,0.23530032
4,72,55,0.23530027
4,72,57,0.23530023
4,72,59,0.23530018
4,72,61,0.23530014
4,72,63,0.2353001
4,72,65,0.23530005
4,72,67,0.23530002
4,72,69,0.23529997
4,72,71,0.23529994
4,72,73,0.23529992
4,72,75,0.23529989
4,72,77,0.23529986
4,72,79,0.23529983
4,72,81,0.2352998
4,72,83,0.23529978
4,72,85,0.23529975
4,72,87,0.23529974
4,72,89,0.23529972
5,72,1,0.235302
5,72,3,0.23530193
5,72,5,0.23530185
5,72,7,0.23530176
5,72,9,0.23530169
5,72,11,0.23530161
5,72,13,0.23530154
5,72,15,0.23530146
5,72,17,0.23530139
5,72,19,0.23530132
5,72,21,0.23530126
5,72,23,0.23530118
5,72,25,0.23530112
5,72,27,0.23530105
5,72,29,0.23530099
5,72,31,0.23530093
5,72,33,0.23530085
5,72,35,0.2353008
5,72,37,0.23530073
5,72,39,0.23530068
5,72,41,0.23530063
5,72,43,0.23530057
5,72,45,0.2364982
5,72,47,0.23530047
5,72,49,0.2353004
5,72,51,0.23530036
5,72,53,0.23530032
5,72,55,0.23530027
5,72,57,0.23530023
5,72,59,0.23530018
5,72,61,0.23530014
5,72,63,0.2353001
5,72,65,0.23530005
5,72,67,0.23530002
5,72,69,0.23529997
5,72,71,0.23529994
5,72,73,0.23529992
5,72,75,0.23529989
5,72,77,0.23529986
5,72,79,0.23529983
5,72,81,0.2352998
5,72,83,0.23529978
5,72,85,0.23529975
5,72,87,0.23529974
5,72,89,0.23529972
1,1,198,0.2647004
1,3,198,0.2647004
1,5,198,0.26470038
1,7,198,0.26470035
1,9,198,0.26470032
1,11,198,0.2647003
1,13,198,0.26470026
1,15,198,0.2647002
1,17,198,0.26470017
1,19,198,0.26470014
1,21,198,0.26470008
1,23,198,0.26470006
1,25,198,0.26470003
1,27,198,0.26469997
1,29,198,0.2646999
1,31,198,0.26469988
1,33,198,0.26469982
1,35,198,0.26469976
1,37,198,0.26469973
1,39,198,0.26469967
1,41,198,0.2646996
1,43,198,0.26469955
1,45,198,0.26335216
1,47,198,0.26469943
1,49,198,0.26469937
1,51,198,0.2646993
1,53,198,0.26469922
1,55,198,0.26469916
1,57,198,0.2646991
1,59,198,0.26469904
1,61,198,0.26469895
1,63,198,0.2646989
1,65,198,0.2646988
1,67,198,0.26469874
1,69,198,0.26469865
1,71,198,0.2646986
1,73,198,0.2646985
1,75,198,0.26469845
1,77,198,0.26469836
1,79,198,0.26469827
1,81,198,0.26469818
1,83,198,0.26469812
1,85,198,0.26469803
1,87,198,0.26469794
1,89,198,0.26469785
2,1,198,0.2647004
2,3,198,0.2647004
2,5,198,0.26470038
2,7,198,0.26470035
2,9,198,0.26470032
2,11,198,0.2647003
2,13,198,0.26470026
2,15,198,0.2647002
2,17,198,0.26470017
2,19,198,0.26470014
2,21,198,0.26470008
2,23,198,0.26470006
2,25,198,0.26470003
2,27,198,0.26469997
2,29,198,0.2646999
2,31,198,0.26469988
2,33,198,0.26469982
2,35,198,0.26469976
2,37,198,0.26469973
2,39,198,0.26469967
2,41,198,0.2646996
2,43,198,0.26469955
2,45,198,0.26335216
2,47,198,0.26469943
2,49,198,0.26469937
2,51,198,0.2646993
2,53,198,0.26469922
2,55,198,0.26469916
2,57,198,0.2646991
2,59,198,0.26469904
2,61,198,0.26469895
2,63,198,0.2646989
2,65,198,0.2646988
2,67,198,0.26469874
2,69,198,0.26469865
2,71,198,0.2646986
2,73,198,0.2646985
2,75,198,0.26469845
2,77,198,0.26469836
2,79,198,0.26469827
2,81,198,0.26469818
2,83,198,0.26469812
2,85,198,0.26469803
2,87,198,0.26469794
2,89,198,0.26469785
4,72,1,0.235302
4,72,3,0.23530193
4,72,5,0.23530185
4,72,7,0.23530176
4,72,9,0.23530169
4,72,11,0.23530161
4,72,13,0.23530154
4,72,15,0.23530146
4,72,17,0.23530139
4,72,19,0.23530132
4,72,21,0.23530126
4,72,23,0.23530118
4,72,25,0.23530112
4,72,27,0.23530105
4,72,29,0.23530099
4,72,31,0.23530093
4,72,33,0.23530085
4,72,35,0.2353008
4,72,37,0.23530073
4,70,39,0.36296567
4,70,41,0.362969
4,70,43,0.3629723
4,70,45,0.36587328
4,70,47,0.36297873
4,70,49,0.36298186
4,70,51,0.36298496
4,70,53,0.362988
4,70,55,0.36299098
4,70,57,0.3629939
4,70,59,0.3629968
4,70,61,0.36299962
4,70,63,0.3630024
4,70,65,0.3630051
4,70,67,0.36300775
4,70,69,0.36301038
4,70,71,0.3630129
4,70,73,0.36301538
4,70,75,0.3630178
4,70,77,0.36302018
4,70,79,0.36302245
4,70,81,0.36302468
4,70,83,0.36302683
4,70,85,0.3630289
4,70,87,0.36303094
4,70,89,0.36303285
5,70,1,0.36289346
5,70,3,0.36289766
5,70,5,0.36290184
5,70,7,0.36290595
5,70,9,0.36291003
5,70,11,0.36291406
5,70,13,0.36291805
5,70,15,0.36292198
5,70,17,0.36292586
5,70,19,0.36292973
5,70,21,0.36293352
5,70,23,0.36293727
5,70,25,0.362941
5,70,27,0.36294466
5,70,29,0.36294827
5,70,31,0.36295184
5,70,33,0.3629554
5,70,35,0.36295885
5,70,37,0.36296228
5,70,39,0.36296567
5,70,41,0.362969
5,70,43,0.3629723
5,70,45,0.36587328
5,70,47,0.36297873
5,70,49,0.36298186
5,70,51,0.36298496
5,70,53,0.362988
5,70,55,0.36299098
5,70,57,0.3629939
5,70,59,0.3629968
5,70,61,0.36299962
5,70,63,0.3630024
5,70,65,0.3630051
5,70,67,0.36300775
5,70,69,0.36301038
5,70,71,0.3630129
5,70,73,0.36301538
5,70,75,0.3630178
5,70,77,0.36302018
5,70,79,0.36302245
5,70,81,0.36302468
5,70,83,0.36302683
5,70,85,0.3630289
5,70,87,0.36303094
5,70,89,0.36303285
1,1,200,0.13701051
1,3,200,0.13701054
1,5,200,0.13701063
1,7,200,0.13701078
1,9,200,0.137011
1,11,200,0.13701127
1,13,200,0.13701162
1,15,200,0.13701202
1,17,200,0.13701247
1,19,200,0.13701299
1,21,200,0.13701355
1,23,200,0.13701417
1,25,200,0.13701485
1,27,200,0.13701558
1,29,200,0.13701636
1,31,200,0.13701719
1,33,200,0.13701808
1,35,200,0.13701902
1,37,200,0.13702
1,39,200,0.13702105
1,41,200,0.13702214
1,43,200,0.13702329
1,45,200,0.13593057
1,47,200,0.1370257
1,49,200,0.137027
1,51,200,0.13702832
1,53,200,0.1370297
1,55,200,0.13703115
1,57,200,0.13703263
1,59,200,0.13703416
1,61,200,0.13703574
1,63,200,0.13703737
1,65,200,0.13703905
1,67,200,0.13704078
1,69,200,0.13704255
1,71,200,0.13704439
1,73,200,0.13704626
1,75,200,0.1370482
1,77,200,0.13705018
1,79,200,0.13705221
1,81,200,0.1370543
1,83,200,0.13705643
1,85,200,0.13705862
1,87,200,0.13706085
1,89,200,0.13706315
2,1,200,0.13701051
2,3,200,0.13701054
2,5,200,0.13701063
2,7,200,0.13701078
2,9,200,0.137011
2,11,200,0.13701127
2,13,200,0.13701162
2,15,200,0.13701202
2,17,200,0.13701247
2,19,200,0.13701299
2,21,200,0.13701355
2,23,200,0.13701417
2,25,200,0.13701485
2,27,200,0.13701558
2,29,200,0.13701636
2,31,200,0.13701719
2,33,200,0.13701808
2,35,200,0.13701902
2,37,200,0.13702
2,39,200,0.13702105
2,41,200,0.13702214
2,43,200,0.13702329
2,45,200,0.13593057
2,47,200,0.1370257
2,49,200,0.137027
2,51,200,0.13702832
2,53,200,0.1370297
2,55,200,0.13703115
2,57,200,0.13703263
2,59,200,0.13703416
2,61,200,0.13703574
2,63,200,0.13703737
2,65,200,0.13703905
2,67,200,0.13704078
2,69,200,0.13704255
2,71,200,0.13704439
2,73,200,0.13704626
2,75,200,0.1370482
2,77,200,0.13705018
2,79,200,0.13705221
2,81,200,0.1370543
2,83,200,0.13705643
2,85,200,0.13705862
2,87,200,0.13706085
2,89,200,0.13706315
4,70,1,0.36289346
4,70,3,0.36289766
4,70,5,0.36290184
4,70,7,0.36290595
4,70,9,0.36291003
4,70,11,0.36291406
4,70,13,0.36291805
4,70,15,0.36292198
4,70,17,0.36292586
4,70,19,0.36292973
4,70,21,0.36293352
4,70,23,0.36293727
4,70,25,0.362941
4,70,27,0.36294466
4,70,29,0.36294827
4,70,31,0.36295184
4,70,33,0.3629554
4,70,35,0.36295885
4,70,37,0.36296228
4,67,39,0.012910798
4,67,41,0.01291188
4,67,43,0.012912736
4,67,45,0.012917122
4,67,47,0.012913772
4,67,49,0.012913951
4,67,51,0.012913904
4,67,53,0.012913629
4,67,55,0.012913127
4,67,57,0.012912397
4,67,59,0.012911436
4,67,61,0.012910244
4,67,63,0.012908818
4,67,65,0.012907158
4,67,67,0.01290526
4,67,69,0.012903122
4,67,71,0.012900742
4,67,73,0.012898117
4,67,75,0.012895244
4,67,77,0.0128921205
4,67,79,0.012888742
4,67,81,0.012885105
4,67,83,0.012881205
4,67,85,0.012877041
4,67,87,0.012872606
4,67,89,0.012867895
5,67,1,0.01284553
5,67,3,0.012851217
5,67,5,0.012856635
5,67,7,0.012861789
5,67,9,0.012866682
5,67,11,0.0128713185
5,67,13,0.012875701
5,67,15,0.012879834
5,67,17,0.012883718
5,67,19,0.012887359
5,67,21,0.012890757
5,67,23,0.012893915
5,67,25,0.012896838
5,67,27,0.012899524
5,67,29,0.012901978
5,67,31,0.0129042
5,67,33,0.012906191
5,67,35,0.012907955
5,67,37,0.01290949
5,67,39,0.012910798
5,67,41,0.01291188
5,67,43,0.012912736
5,67,45,0.012917122
5,67,47,0.012913772
5,67,49,0.012913951
5,67,51,0.012913904
5,67,53,0.012913629
5,67,55,0.012913127
5,67,57,0.012912397
5,67,59,0.012911436
5,67,61,0.012910244
5,67,63,0.012908818
5,67,65,0.012907158
5,67,67,0.01290526
5,67,69,0.012903122
5,67,71,0.012900742
5,67,73,0.012898117
5,67,75,0.012895244
5,67,77,0.0128921205
5,67,79,0.012888742
5,67,81,0.012885105
5,67,83,0.012881205
5,67,85,0.012877041
5,67,87,0.012872606
5,67,89,0.012867895
1,1,203,0.48671958
1,3,203,0.48673305
1,5,203,0.48674688
1,7,203,0.4867611
1,9,203,0.48677564
1,11,203,0.4867905
1,13,203,0.4868057
1,15,203,0.4868212
1,17,203,0.48683703
1,19,203,0.48685315
1,21,203,0.48686954
1,23,203,0.48688623
1,25,203,0.4869032
1,27,203,0.48692042
1,29,203,0.48693788
1,31,203,0.48695564
1,33,203,0.48697364
1,35,203,0.48699188
1,37,203,0.48701036
1,39,203,0.48702908
1,41,203,0.48704803
1,43,203,0.48706722
1,45,203,0.486945
1,47,203,0.48710626
1,49,203,0.48712614
1,51,203,0.48714623
1,53,203,0.48716652
1,55,203,0.48718706
1,57,203,0.48720777
1,59,203,0.48722872
1,61,203,0.48724988
1,63,203,0.48727125
1,65,203,0.48729283
1,67,203,0.48731458
1,69,203,0.48733658
1,71,203,0.48735875
1,73,203,0.48738113
1,75,203,0.4874037
1,77,203,0.48742646
1,79,203,0.48744944
1,81,203,0.4874726
1,83,203,0.48749593
1,85,203,0.48751944
1,87,203,0.48754314
1,89,203,0.487567
2,1,203,0.48671958
2,3,203,0.48673305
2,5,203,0.48674688
2,7,203,0.4867611
2,9,203,0.48677564
2,11,203,0.4867905
2,13,203,0.4868057
2,15,203,0.4868212
2,17,203,0.48683703
2,19,203,0.48685315
2,21,203,0.48686954
2,23,203,0.48688623
2,25,203,0.4869032
2,27,203,0.48692042
2,29,203,0.48693788
2,31,203,0.48695564
2,33,203,0.48697364
2,35,203,0.48699188
2,37,203,0.48701036
2,39,203,0.48702908
2,41,203,0.48704803
2,43,203,0.48706722
2,45,203,0.486945
2,47,203,0.48710626
2,49,203,0.48712614
2,51,203,0.48714623
2,53,203,0.48716652
2,55,203,0.48718706
2,57,203,0.48720777
2,59,203,0.48722872
2,61,203,0.48724988
2,63,203,0.48727125
2,65,203,0.48729283
2,67,203,0.48731458
2,69,203,0.48733658
2,71,203,0.48735875
2,73,203,0.48738113
2,75,203,0.4874037
2,77,203,0.48742646
2,79,203,0.48744944
2,81,203,0.4874726
2,83,203,0.48749593
2,85,203,0.48751944
2,87,203,0.48754314
2,89,203,0.487567
4,67,1,0.01284553
4,67,3,0.012851217
4,67,5,0.012856635
4,67,7,0.012861789
4,67,9,0.012866682
4,67,11,0.0128713185
4,67,13,0.012875701
4,67,15,0.012879834
4,67,17,0.012883718
4,67,19,0.012887359
4,67,21,0.012890757
4,67,23,0.012893915
4,67,25,0.012896838
4,67,27,0.012899524
4,67,29,0.012901978
4,67,31,0.0129042
4,67,33,0.012906191
4,67,35,0.012907955
4,67,37,0.01290949
4,65,39,0.1891509
4,65,41,0.1891514
4,65,43,0.1891519
4,65,45,0.18996988
4,65,47,0.18915282
4,65,49,0.18915327
4,65,51,0.1891537
4,65,53,0.18915412
4,65,55,0.18915452
4,65,57,0.18915492
4,65,59,0.1891553
4,65,61,0.18915565
4,65,63,0.18915601
4,65,65,0.18915634
4,65,67,0.18915665
4,65,69,0.18915695
4,65,71,0.18915725
4,65,73,0.18915752
4,65,75,0.18915777
4,65,77,0.18915801
4,65,79,0.18915823
4,65,81,0.18915844
4,65,83,0.18915862
4,65,85,0.1891588
4,65,87,0.18915895
4,65,89,0.18915908
5,65,1,0.18913879
5,65,3,0.18913954
5,65,5,0.1891403
5,65,7,0.18914104
5,65,9,0.18914175
5,65,11,0.18914247
5,65,13,0.18914315
5,65,15,0.18914384
5,65,17,0.18914449
5,65,19,0.18914515
5,65,21,0.18914579
5,65,23,0.18914641
5,65,25,0.18914701
5,65,27,0.1891476
5,65,29,0.1891482
5,65,31,0.18914877
5,65,33,0.18914932
5,65,35,0.18914986
5,65,37,0.1891504
5,65,39,0.1891509
5,65,41,0.1891514
5,65,43,0.1891519
5,65,45,0.18996988
5,65,47,0.18915282
5,65,49,0.18915327
5,65,51,0.1891537
5,65,53,0.18915412
5,65,55,0.18915452
5,65,57,0.18915492
5,65,59,0.1891553
5,65,61,0.18915565
5,65,63,0.18915601
5,65,65,0.18915634
5,65,67,0.18915665
5,65,69,0.18915695
5,65,71,0.18915725
5,65,73,0.18915752
5,65,75,0.18915777
5,65,77,0.18915801
5,65,79,0.18915823
5,65,81,0.18915844
5,65,83,0.18915862
5,65,85,0.1891588
5,65,87,0.18915895
5,65,89,0.18915908
1,1,205,0.3108344
1,3,205,0.31083483
1,5,205,0.31083527
1,7,205,0.31083572
1,9,205,0.3108362
1,11,205,0.3108367
1,13,205,0.3108372
1,15,205,0.31083775
1,17,205,0.3108383
1,19,205,0.31083888
1,21,205,0.31083944
1,23,205,0.31084004
1,25,205,0.31084067
1,27,205,0.3108413
1,29,205,0.31084195
1,31,205,0.3108426
1,33,205,0.3108433
1,35,205,0.31084397
1,37,205,0.3108447
1,39,205,0.3108454
1,41,205,0.31084612
1,43,205,0.31084687
1,45,205,0.30950415
1,47,205,0.3108484
1,49,205,0.3108492
1,51,205,0.31085
1,53,205,0.3108508
1,55,205,0.31085163
1,57,205,0.31085247
1,59,205,0.31085333
1,61,205,0.3108542
1,63,205,0.3108551
1,65,205,0.31085598
1,67,205,0.31085688
1,69,205,0.3108578
1,71,205,0.31085876
1,73,205,0.31085968
1,75,205,0.31086066
1,77,205,0.31086162
1,79,205,0.3108626
1,81,205,0.3108636
1,83,205,0.31086463
1,85,205,0.31086564
1,87,205,0.31086668
1,89,205,0.31086773
2,1,205,0.3108344
2,3,205,0.31083483
2,5,205,0.31083527
2,7,205,0.31083572
2,9,205,0.3108362
2,11,205,0.3108367
2,13,205,0.3108372
2,15,205,0.31083775
2,17,205,0.3108383
2,19,205,0.31083888
2,21,205,0.31083944
2,23,205,0.31084004
2,25,205,0.31084067
2,27,205,0.3108413
2,29,205,0.31084195
2,31,205,0.3108426
2,33,205,0.3108433
2,35,205,0.31084397
2,37,205,0.3108447
2,39,205,0.3108454
2,41,205,0.31084612
